Time,Time,Water Flow Rate,Pump - 1 X Axis, Pump 1 Y-axis,Pump - 2 X Axis,Pump - 2 Y Axis,Pump - 3 X Axis, Pump - 3 Y Axis,OA_TEMP,Power Consumption,Pump - 1 Status,Pump - 2 Status,Pump - 3 Status,avg_outflow,avg_inflow
452,453,76.40525818,-0.0182,0.1021,1.1669,1.1824,1.1649,-0.5099,13.514296,1.254445434,1,0,1,2.979,3.551
453,454,77.29631042,-0.1427,1.1867,-0.1677,0.9001,0.9172,1.0703,13.5397835,1.270912409,1,0,1,2.963,3.463
454,455,77.50042725,-0.078,1.6,-0.5199,0.8993,0.8666,1.4286,13.565216,1.274708867,1,0,1,4.107,4.156
455,456,60.82204819,0.0653,2.048,-0.7882,1.3121,0.8238,1.6089,13.590651,0.993312657,1,0,1,2.99,3.394
456,457,34.67710495,0.0376,2.048,-1.0511,0.7622,0.8633,1.6506,13.641462,0.641612113,1,0,1,2.927,3.297
457,458,26.86932182,0.0146,2.048,-1.1845,0.6623,0.7303,1.7563,13.641462,0.538580358,1,0,1,2.834,3.001
458,459,32.81875992,0.0829,1.4279,-0.8918,1.5302,0.8549,2.048,13.66684,0.617424667,1,0,1,2.855,2.95
459,460,46.0278511,-0.0867,1.198,-0.6659,1.4111,0.8654,1.505,13.692163,0.788006127,1,0,1,2.129,2.891
460,461,71.99263,-0.0473,0.2871,-0.4298,0.8738,0.8867,1.1984,13.717543,1.175196171,1,0,1,2.488,2.748
461,462,104.7489166,-0.0188,0.0359,-0.1572,0.5475,0.947,0.986,13.742865,1.877837777,1,0,1,2.544,3.127
462,463,117.3994064,-0.0365,-0.3832,0.1751,0.4756,1.0074,0.679,13.768188,2.236905098,1,0,1,3.355,3.706
463,464,98.91882324,-0.0249,-1.4044,1.3745,1.2786,1.1899,-0.8108,13.793457,1.730857849,1,0,1,3.412,3.319
464,465,75.3110733,-0.0527,-1.2671,1.5226,0.7787,1.1883,-0.9743,13.844049,1.234472513,1,0,1,2.898,3.221
465,466,60.35295868,-0.1,-0.4648,1.5588,0.9485,1.1551,-1.3366,13.844049,0.986266375,1,0,1,2.889,3.279
466,467,54.45481491,-0.077,-1.0799,1.6478,1.1169,1.1736,-2.048,13.869263,0.901065171,1,0,1,2.897,3.364
467,468,55.39012146,-0.086,-2.0414,1.6238,1.0058,1.1989,-1.8643,13.894531,0.914167702,1,0,1,3.36,3.641
468,469,61.63911057,0.0737,-0.8296,0.1873,1.1509,0.9546,-0.9035,13.9197445,1.005661845,1,0,1,3.065,3.574
469,470,70.93714905,-0.0705,-0.1223,-0.0964,0.9841,0.9806,-0.6985,13.944904,1.156851411,1,0,1,3.152,3.459
470,471,79.09192657,-0.0452,0.1571,-0.4081,0.8024,0.9409,-0.6518,13.970118,1.304596663,1,0,1,3.076,3.451
471,472,78.23273468,-0.0165,1.5429,-0.6843,0.9113,0.8212,-0.3422,14.020435,1.288388491,1,0,1,2.887,3.337
472,473,72.8431015,0.0111,2.048,-1.0839,0.9009,0.8054,0.0904,14.045538,1.190223694,1,0,1,3.22,3.508
473,474,70.34342957,-0.0943,2.048,-1.4473,0.9394,0.701,1.359,14.045538,1.146605611,1,0,1,3.276,3.663
474,475,68.28566742,-0.0097,2.048,-1.3684,1.1752,0.7651,1.5647,14.070698,1.111700058,1,0,1,2.992,3.551
475,476,67.24917603,0.1141,1.951,-1.2711,0.9842,0.7942,2.048,14.0958,1.09450531,1,0,1,2.993,3.442
476,477,67.32350922,-0.0101,2.048,-1.1626,1.4022,0.8189,2.048,14.12085,1.095727563,1,0,1,3.123,3.859
477,478,68.05117798,0.094,1.8851,-0.8816,1.1567,0.8268,1.8378,14.145954,1.107782483,1,0,1,3.189,3.419
478,479,68.80522156,-0.0188,0.038,0.5439,0.6276,1.1069,0.6626,14.171003,1.120408893,1,0,1,3.173,3.384
479,480,69.21120453,-0.0313,-0.604,0.9006,0.5503,1.1405,1.2976,14.221045,1.12726438,1,0,1,3.902,4.112
480,481,69.12595367,-0.0804,-0.6381,1.1583,0.8686,1.158,0.1938,14.246038,1.12582171,1,0,1,3.403,3.796
481,482,68.63504791,-0.0204,-0.8295,1.3487,1.2277,1.1859,-0.7663,14.246038,1.117547393,1,0,1,3.203,3.431
482,483,67.95774078,-0.0001,-1.3116,1.518,1.6214,1.2378,-0.5944,14.271032,1.106226683,1,0,1,3.444,3.638
483,484,67.28743744,-0.067,-2.048,1.4725,0.853,1.1759,-1.2823,14.321955,1.095130444,1,0,1,1.927,3.398
484,485,66.75055695,-0.1474,-1.8709,1.3039,0.8476,1.1568,-1.4935,14.372822,1.08631897,1,0,1,3.462,3.402
485,486,66.35177612,-0.1177,-1.0222,1.032,1.1143,1.115,-1.2432,14.423634,1.079817057,1,0,1,3.013,3.282
486,487,66.08508301,-0.1371,-1.3266,0.7532,1.0641,1.0912,-1.1079,14.474335,1.075489163,1,0,1,3.021,3.204
487,488,53.6541481,0.0304,-1.3709,0.4755,1.177,1.0649,-1.2127,14.525038,0.88992548,1,0,1,3.43,3.647
488,489,32.79287338,0.0234,-0.1468,-0.7772,0.9519,0.8584,0.0626,14.626165,0.617101431,1,0,1,3.027,3.265
489,490,25.19682121,-0.1425,0.4489,-1.1142,0.591,0.7762,0.3165,14.626165,0.515679657,1,0,1,2.997,3.392
490,491,27.80740929,-0.0865,1.178,-1.1544,1.1692,0.7542,0.6693,14.676649,0.551227927,1,0,1,3.587,4.109
491,492,35.25448608,0.1096,1.0484,-1.2814,1.0943,0.7951,0.9647,14.727076,0.649048626,1,0,1,3.213,2.942
492,493,51.62191391,0.1151,1.834,-1.3964,1.1922,0.7565,1.0026,14.777449,0.862064302,1,0,1,3.56,4.035
493,494,76.09321594,0.0091,2.048,-1.0052,0.9696,0.7724,2.0128,14.827711,1.248633742,1,0,1,3.305,3.819
494,495,97.84262848,0.0052,2.048,-0.6885,1.1039,0.8884,2.048,14.877974,1.704789519,1,0,1,3.672,3.851
495,496,98.98882294,0.0172,1.7783,-0.4274,0.936,0.8849,0.9773,14.978224,1.732508421,1,0,1,3.021,3.387
496,497,81.50470734,-0.1027,1.5398,-0.2324,1.1526,0.9602,0.4678,15.028265,1.351048708,1,0,1,3.106,3.598
497,498,63.4699707,-0.1174,0.9016,0.0913,1.2243,1.0268,-0.3858,15.028265,1.033920169,1,0,1,3.663,3.768
498,499,52.2723465,-0.0389,-0.368,1.1899,0.8789,1.14,-1.2582,15.078253,0.870963752,1,0,1,3.622,3.77
499,500,47.62734222,-0.035,-0.7318,1.4884,1.0958,1.2154,-1.239,15.128187,0.808914185,1,0,1,3.8,3.85
500,501,48.18122101,0.0565,-1.5633,1.5788,0.5842,1.1949,-1.3066,15.178064,0.81618154,1,0,1,3.053,3.404
501,502,52.89790344,-0.135,-1.4293,1.5534,0.8675,1.1381,-1.1961,15.227833,0.879493177,1,0,1,3.485,3.627
502,503,57.5619545,-0.0955,-1.2398,1.3001,0.9613,1.1703,-1.5585,15.277546,0.945144176,1,0,1,3.048,3.463
503,504,62.34421539,-0.0567,-1.5294,1.0363,1.1591,1.1058,-1.2813,15.327204,1.01643455,1,0,1,3.103,3.297
504,505,68.3957901,-0.0754,-1.6639,0.6862,0.8341,1.0903,-1.5793,15.426355,1.113513589,1,0,1,3.095,3.273
505,506,70.70455933,-0.0366,-1.0685,0.404,0.9662,1.0392,-1.122,15.426355,1.152813077,1,0,1,3.086,3.272
506,507,68.90812683,-0.1069,-0.9062,0.0353,0.8544,0.9202,-0.8326,15.475794,1.122130871,1,0,1,3.071,3.266
507,508,64.71417236,-0.1076,-0.7027,-0.2065,0.7718,0.9312,-0.4906,15.525177,1.053493977,1,0,1,3.069,3.217
508,509,60.35891724,0.0706,1.1654,-1.2202,1.2752,0.71,0.6561,15.574507,0.986317933,1,0,1,3.085,3.547
509,510,57.41239548,-0.0009,1.2612,-1.3967,1.1707,0.7136,0.9833,15.623779,0.942994058,1,0,1,2.537,3.377
510,511,56.18339157,-0.0906,1.987,-1.4299,0.8765,0.6953,1.4939,15.672998,0.92538166,1,0,1,3.653,3.562
511,512,56.4740181,-0.0256,1.9251,-1.3814,0.7235,0.7004,2.048,15.722107,0.929519594,1,0,1,3.785,3.709
512,513,57.80259705,0.0205,2.048,-1.3055,1.1426,0.7231,2.048,15.820215,0.948631704,1,0,1,2.745,3.434
513,514,59.4961853,0.0138,1.8604,-0.1787,1.0465,0.9516,1.6103,15.86916,0.973453879,1,0,1,3.458,3.215
514,515,60.96525192,-0.1099,1.6268,0.0855,0.7014,1.0023,1.0062,15.86916,0.995425224,1,0,1,3.354,3.585
515,516,61.67950058,-0.0475,-0.0456,0.3534,1.3922,1.0623,1.0337,15.917994,1.006262183,1,0,1,3.46,3.933
516,517,61.59193039,-0.064,-0.8256,0.5805,1.1693,1.0737,0.6217,15.966827,1.004928947,1,0,1,3.274,3.641
517,518,60.89809799,-0.0201,-1.1421,1.0369,0.7416,1.1538,0.4968,16.015553,0.994414389,1,0,1,3.238,3.563
518,519,60.021595,-0.1159,-1.6521,1.5463,0.6878,1.1792,-1.0764,16.112835,0.981266975,1,0,1,3.085,3.335
519,520,49.15392685,-0.0041,-0.821,1.6603,1.0213,1.2011,-1.0759,16.112835,0.82903403,1,0,1,3.014,3.295
520,521,31.20055199,-0.105,-0.8895,1.5201,1.1187,1.1765,-1.6792,16.161396,0.596265435,1,0,1,3.033,3.216
521,522,24.19311905,-0.1349,-2.048,1.4203,1.0211,1.1565,-1.7067,16.209846,0.501712918,1,0,1,2.954,3.237
522,523,25.74619484,-0.151,-2.048,1.2944,1.3614,1.1683,-1.3423,16.30658,0.523233771,1,0,1,4.115,4.9
523,524,31.13020897,0.0596,-1.5408,0.2049,0.6347,0.9592,-0.7664,16.30658,0.595317662,1,0,1,4.408,4.099
524,525,43.7898674,-0.0426,-0.8224,-0.0739,0.9551,0.965,-0.5662,16.354866,0.759054303,1,0,1,3.028,3.503
525,526,63.73015976,-0.0135,0.0874,-0.304,0.8489,0.9753,-0.0249,16.40304,1.0379107,1,0,1,3.024,3.38
526,527,83.6671524,0.0256,0.2715,-0.6208,1.0363,0.8738,0.3451,16.45116,1.393756866,1,0,1,4.193,4.705
527,528,90.83389282,0.0193,0.6353,-1.0772,1.3919,0.836,0.1805,16.499226,1.544068336,1,0,1,4.173,4.149
528,529,81.83415985,0.0325,1.9083,-1.3737,0.7461,0.737,1.8548,16.547235,1.357471824,1,0,1,4.09,4.288
529,530,66.31130219,0.0571,2.048,-1.3943,1.062,0.76,2.048,16.595135,1.079162836,1,0,1,4.112,4.236
530,531,54.26594543,0.0234,2.048,-1.2862,1.1135,0.76,2.048,16.690773,0.898419201,1,0,1,3.001,3.425
531,532,47.6387291,0.0293,2.048,-1.0229,1.05,0.8042,2.048,16.690773,0.809057713,1,0,1,3.199,3.745
532,533,45.83473969,0.09,2.048,-0.7944,1.1291,0.9146,1.9125,16.738506,0.785517752,1,0,1,3.132,3.504
533,534,45.96525574,-0.0469,0.6857,0.3579,0.6279,1.0591,0.5739,16.786133,0.787206709,1,0,1,2.735,3.412
534,535,46.14688873,-0.0271,0.6442,0.6912,1.0549,1.0989,0.6819,16.833704,0.789562404,1,0,1,0.187,4.761
535,536,50.67465973,-0.0126,0.5962,0.9845,1.3167,1.147,-0.3127,16.88122,0.849306881,1,0,1,2.344,4.887
536,537,60.46868134,0.0264,0.0078,1.2042,0.7658,1.16,-0.8437,16.92868,0.987938702,1,0,1,4.094,5.327
537,538,69.12343597,-0.1142,-0.6856,1.4035,0.9177,1.1746,-0.586,16.976032,1.125747442,1,0,1,3.703,4.961
538,539,72.94107056,-0.1229,-0.3645,1.5701,0.9093,1.1419,-1.4792,17.070568,1.191921353,1,0,1,3.961,4.368
539,540,70.53424072,-0.084,-1.6429,1.4336,1.1209,1.1516,-1.1109,17.070568,1.149871111,1,0,1,3.885,3.919
540,541,64.68162537,-0.0247,-2.048,1.2024,0.9473,1.1691,-0.4116,17.1177,1.052974224,1,0,1,3.143,3.691
541,542,58.81370926,-0.1022,-1.5678,0.9071,1.078,1.1263,-0.0488,17.164833,0.963397563,1,0,1,3.384,3.844
542,543,54.96118927,-0.1113,-1.0266,0.6599,0.6872,1.0559,0.7252,17.2118,0.908119619,1,0,1,5.409,6.357
543,544,53.39249802,-0.0369,-0.063,-0.7235,1.168,0.8456,1.4138,17.261402,0.886300385,1,0,1,5.371,5.975
544,545,54.0448761,0.0776,-0.0336,-0.794,1.3053,0.8094,1.3916,17.311005,0.895324111,1,0,1,4.9,5.051
545,546,56.38178635,0.0121,0.4324,-1.2063,0.8217,0.7582,1.5804,17.410267,0.92819792,1,0,1,3.954,4.018
546,547,59.33026123,-0.1323,1.0794,-1.3881,1.2917,0.6947,1.9819,17.45987,0.970994174,1,0,1,4.17,4.504
547,548,61.79081726,0.0801,1.1399,-1.3305,1.5138,0.7534,1.8447,17.45987,1.007955909,1,0,1,4.152,4.438
548,549,62.99249649,0.1299,2.048,-0.9052,0.8164,0.8447,2.048,17.50953,1.026451588,1,0,1,3.538,4.094
549,550,62.77908325,0.1646,2.048,-0.7155,0.9642,0.9288,2.048,17.559185,1.023147464,1,0,1,4.237,4.759
550,551,61.56784821,0.0423,2.048,-0.4963,0.8837,0.8968,1.4772,17.608845,1.004563093,1,0,1,3.921,4.42
551,552,49.72587967,-0.0881,1.917,-0.2381,0.8127,0.9588,1.383,17.658503,0.836636782,1,0,1,3.872,4.018
552,553,31.0286541,-0.1566,1.785,0.0679,0.8923,0.9976,1.1493,17.70816,0.594008803,1,0,1,3.453,3.977
553,554,23.82328415,0.0006,0.5488,1.1397,0.6064,1.1587,-0.6241,17.75782,0.496521294,1,0,1,3.368,3.724
554,555,25.31295395,-0.1225,0.0328,1.5165,0.5336,1.1685,-0.2192,17.857246,0.517270803,1,0,1,3.041,3.539
555,556,30.51291466,-0.1477,-0.1575,1.6281,0.9317,1.1887,-0.071,17.857246,0.587198257,1,0,1,3.187,3.518
556,557,43.2220993,-0.0012,-1.2645,1.6705,1.0374,1.1849,-1.1405,17.906902,0.751748383,1,0,1,3.436,3.694
557,558,63.99603653,-0.0228,-1.5898,1.5952,1.208,1.181,-1.2062,17.956615,1.042084336,1,0,1,2.982,3.723
558,559,84.90768433,-0.1205,-0.9588,0.5851,1.1193,1.043,-1.101,18.006329,1.418817282,1,0,1,3.218,3.722
559,560,90.58106995,0.0432,-0.5973,0.2122,1.4124,0.9497,-1.4278,18.056042,1.538535476,1,0,1,3.31,3.843
560,561,78.71590424,-0.0297,-0.5404,-0.052,1.0383,0.9602,-1.696,18.105812,1.297467589,1,0,1,3.6,4.125
561,562,63.92498779,0.0196,0.5224,-0.3869,1.2962,0.936,-0.9193,18.155525,1.041031957,1,0,1,4.929,5.401
562,563,53.78329849,-0.1582,0.8519,-0.6887,0.8112,0.8448,-0.5221,18.25506,0.891714871,1,0,1,4.566,4.709
563,564,48.18651962,-0.12,1.885,-1.4714,0.9598,0.7141,0.7654,18.25506,0.816253603,1,0,1,3.593,3.856
564,565,46.98920822,-0.144,2.048,-1.4595,1.249,0.6829,0.8796,18.304829,0.800546944,1,0,1,3.707,4.057
565,566,47.39413071,0.0984,2.048,-1.3569,0.8779,0.7988,1.1539,18.354595,0.805838108,1,0,1,4.449,4.988
566,567,47.54979324,0.0267,1.9724,-1.2934,0.7076,0.8027,1.8083,18.404366,0.807873785,1,0,1,4.454,4.727
567,568,51.70175171,-0.0448,2.0196,-1.1937,0.8715,0.793,2.048,18.454132,0.863167346,1,0,1,4.213,4.581
568,569,60.97553253,-0.1362,1.3577,0.0502,1.2097,1.0033,1.9279,18.503956,0.995568037,1,0,1,4.208,4.441
569,570,68.77445221,0.0182,0.5001,0.4648,0.7234,1.1025,1.8727,18.603546,1.119860291,1,0,1,4.172,4.637
570,571,71.78216553,-0.0175,0.2253,0.7933,0.9553,1.1639,1.6525,18.65337,1.17154026,1,0,1,4.135,4.653
571,572,69.32589722,-0.0181,0.1204,1.0077,0.7366,1.1626,1.2766,18.65337,1.129192233,1,0,1,4.298,4.701
572,573,63.8997879,-0.1167,-0.7494,1.1703,0.8804,1.1497,0.3593,18.703194,1.040625334,1,0,1,4.199,4.49
573,574,58.6346817,-0.0635,-1.6702,1.6322,0.9963,1.1733,-0.8059,18.75307,0.960770011,1,0,1,4.014,4.569
574,575,55.1475563,-0.0343,-1.8498,1.5325,0.643,1.1491,-0.9113,18.802895,0.910735667,1,0,1,4.123,4.397
575,576,53.82452393,-0.1063,-2.048,1.3387,0.7499,1.1752,-0.5493,18.852772,0.892271101,1,0,1,3.944,4.4
576,577,54.44303131,-0.1512,-1.8469,1.1183,0.6297,1.1113,-0.848,18.902596,0.900864899,1,0,1,3.793,4.357
577,578,56.41503143,-0.1284,-1.7257,0.8814,0.6711,1.1012,-1.5793,19.00235,0.928672135,1,0,1,4.141,4.381
578,579,58.9265976,0.0295,0.1934,-0.2978,1.4594,0.9392,-1.3118,19.052227,0.965042412,1,0,1,3.837,4.045
579,580,61.00360489,-0.1427,0.2074,-0.6165,1.0619,0.8577,-0.9784,19.052227,0.996001363,1,0,1,4.581,5.696
580,581,61.96073914,0.1129,0.434,-0.9585,0.9821,0.8751,-0.8731,19.102161,1.010554791,1,0,1,5.685,5.632
581,582,61.67911148,-0.0744,0.9727,-1.0475,1.1165,0.7666,-0.8213,19.152039,1.006255627,1,0,1,4.652,5.15
582,583,60.5226593,0.0769,1.7247,-1.1555,1.1652,0.7351,-0.654,19.201973,0.988763154,1,0,1,5.327,5.744
583,584,49.06489563,0.1053,2.048,-1.1719,0.9131,0.7535,1.7671,19.251904,0.827853024,1,0,1,4.844,4.761
584,585,30.80770302,0.1348,1.9633,-0.985,0.774,0.8477,2.0181,19.301838,0.591102958,1,0,1,4.181,4.388
585,586,23.73078346,0.027,1.9686,-0.7488,0.8142,0.9114,2.048,19.35177,0.49521783,1,0,1,4.281,4.505
586,587,25.18326187,-0.0609,2.048,-0.4522,0.9892,0.8923,2.048,19.451637,0.515478969,1,0,1,4.224,4.625
587,588,30.06370354,-0.0696,1.825,-0.1823,1.3751,0.9401,1.939,19.451637,0.581270874,1,0,1,4.426,4.566
588,589,41.89093018,-0.0344,-0.4384,1.0061,0.6852,1.1511,-0.1217,19.501625,0.734652221,1,0,1,5.439,5.881
589,590,61.84541702,-0.1241,-0.6709,1.2785,0.871,1.15,0.516,19.551613,1.008747458,1,0,1,5.668,7.364
590,591,83.62963867,-0.1239,-0.8115,1.4521,1.1922,1.1997,0.3158,19.6016,1.393001199,1,0,1,4.93,7.966
591,592,91.05136871,0.0492,-1.6456,1.5731,1.1544,1.1894,0.0818,19.651588,1.548842788,1,0,1,3.892,4.936
592,593,79.31507874,-0.0323,-1.4116,1.5529,0.9621,1.1745,-0.4274,19.701576,1.308829069,1,0,1,4.142,4.722
593,594,62.3153801,-0.1631,-1.9778,1.0687,0.653,1.1062,-1.1937,19.801605,1.016014934,1,0,1,4.819,5.984
594,595,49.63582993,-0.2001,-1.5316,0.9103,0.7236,1.1007,-1.4817,19.851648,0.835443437,1,0,1,5.412,6.088
595,596,43.64739609,0.0045,-1.417,0.6208,0.8699,1.0517,-1.6413,19.851648,0.757261455,1,0,1,5.043,5.117
596,597,43.0322113,0.0141,-1.2783,0.2294,0.5798,0.9492,-1.3609,19.901636,0.749342084,1,0,1,4.336,4.598
597,598,44.30138397,-0.0138,-0.6412,-0.0471,0.8355,0.9587,-1.1315,19.95168,0.765673816,1,0,1,4.347,5.164
598,599,45.62163162,-0.1078,1.0527,-1.2132,1.3823,0.7787,0.2523,20.001778,0.782739043,1,0,1,4.462,4.365
599,600,50.70668411,0.0076,1.4155,-1.3409,0.826,0.7104,0.1123,20.051819,0.849732339,1,0,1,4.242,4.53
600,601,60.31885147,-0.038,1.5773,-1.3815,1.0192,0.6956,0.5475,20.101862,0.985690594,1,0,1,4.498,5.055
601,602,67.93144989,0.121,2.048,-1.384,0.9181,0.777,1.5215,20.151958,1.105755687,1,0,1,3.708,4.041
602,603,70.3299408,0.033,2.048,-1.397,0.9383,0.772,1.3269,20.248255,1.14633882,1,0,1,4.858,5.546
603,604,67.25068665,-0.0041,1.8798,-0.46,0.9835,0.907,1.8618,20.248255,1.094506383,1,0,1,4.363,4.332
604,605,61.3517189,-0.0504,1.7397,-0.1688,0.9208,0.9407,1.9699,20.294506,1.001280785,1,0,1,3.858,4.555
605,606,55.63286591,-0.0707,1.4852,0.1204,0.597,1.0323,2.048,20.340706,0.917575479,1,0,1,3.915,4.801
606,607,51.93961716,0.0267,0.2914,0.5183,0.958,1.0948,1.348,20.386957,0.866411567,1,0,1,4.509,5.079
607,608,50.45649719,-0.0539,-0.0994,0.7823,1.3456,1.1383,1.097,20.433155,0.846391737,1,0,1,4.316,4.992
608,609,51.06488419,-0.1382,-0.8186,1.5194,1.0123,1.1811,-0.2179,20.479351,0.85456562,1,0,1,4.332,4.869
609,610,53.25972366,-0.1454,-1.5642,1.6341,0.6705,1.1791,-0.116,20.52555,0.884459555,1,0,1,3.74,4.804
610,611,56.00748062,-0.0786,-1.7145,1.5768,0.6315,1.203,-1.1534,20.617945,0.922866583,1,0,1,4.16,6.063
611,612,58.3890686,-0.0706,-0.819,1.442,0.6405,1.1797,-1.1905,20.617945,0.957158804,1,0,1,4.126,4.554
612,613,59.59421921,-0.1631,-1.0137,1.3467,0.6785,1.1753,-0.765,20.664143,0.974900663,1,0,1,4.704,4.832
613,614,59.40113831,-0.1441,-1.2214,0.0942,0.435,0.9428,-1.3298,20.710339,0.972042143,1,0,1,4.446,7.225
614,615,58.21722031,-0.1509,-0.7643,-0.1398,1.0836,0.9106,-1.655,20.756481,0.954656184,1,0,1,5.637,5.845
615,616,47.42066574,-0.0544,-0.7604,-0.5531,0.8696,0.9117,-1.9172,20.802681,0.806189954,1,0,1,4.761,5.065
616,617,30.11710739,0.0518,-0.5999,-0.7723,0.964,0.8614,-0.7037,20.848824,0.581997454,1,0,1,1.916,4.842
617,618,22.98004341,-0.0452,0.5748,-0.8844,1.2583,0.8068,-0.3252,20.89502,0.484578818,1,0,1,4.143,4.815
618,619,23.63984489,0.0069,1.537,-1.3734,0.9602,0.6971,0.7514,20.987305,0.493927181,1,0,1,5.929,5.092
619,620,27.21341705,0.0456,2.0246,-1.2871,0.685,0.7728,1.0521,20.987305,0.543208718,1,0,1,4.327,5.237
620,621,36.61336136,0.0727,1.8717,-1.1042,0.8239,0.8238,1.4699,21.033503,0.666634619,1,0,1,3.99,4.962
621,622,53.46088791,0.0005,2.048,-0.8879,0.6648,0.828,2.0344,21.079645,0.887195051,1,0,1,4.239,4.832
622,623,74.6160202,-0.0942,2.048,-0.7154,0.9194,0.8625,2.048,21.125788,1.221786618,1,0,1,4.017,4.632
623,624,87.37397766,-0.0776,1.3213,0.6883,0.7321,1.0953,1.6103,21.17193,1.46981442,1,0,1,4.9,5.185
624,625,82.228302,0.0073,0.8963,0.9672,1.2323,1.1458,1.0984,21.218073,1.365203261,1,0,1,4.77,4.776
625,626,66.65491486,-0.005,0.1463,1.1392,0.9592,1.1706,1.3423,21.26416,1.084751487,1,0,1,3.662,3.885
626,627,52.0887146,-0.0085,-0.1157,1.342,0.9335,1.1941,1.9684,21.356445,0.868449569,1,0,1,3.482,4.249
627,628,42.87760925,-0.0641,-0.3427,1.4579,1.0481,1.1927,1.2235,21.356445,0.747362792,1,0,1,3.417,4.348
628,629,38.606987,-0.1403,-2.048,1.4949,0.9116,1.1695,-1.0246,21.402534,0.692466557,1,0,1,3.44,4.006
629,630,36.91676712,-0.0065,-1.2817,1.209,0.3592,1.1299,-0.794,21.448677,0.670587897,1,0,1,3.729,3.873
630,631,37.09700775,-0.0556,-0.0629,0.9481,0.7524,1.1349,-0.7919,21.494762,0.672915101,1,0,1,3.016,4.152
631,632,42.26765442,-0.0767,-1.5027,0.7219,1.203,1.1006,-1.0599,21.540905,0.73950237,1,0,1,3.842,4.141
632,633,52.91542053,-0.0356,-2.048,0.4528,0.9466,1.0326,-1.5639,21.586994,0.879712284,1,0,1,3.486,3.897
633,634,64.01594543,0.1273,-0.7875,-1.0228,0.9793,0.7762,-1.4322,21.679169,1.042422652,1,0,1,3.964,3.652
634,635,70.75606537,-0.1889,0.3395,-1.2409,1.575,0.7666,-1.1466,21.679169,1.153683186,1,0,1,2.98,3.768
635,636,69.90139008,0.0026,0.3418,-1.5107,1.2902,0.6574,-0.5603,21.725258,1.13898468,1,0,1,3.095,4.219
636,637,63.48622894,-0.0578,0.1907,-1.3781,0.9651,0.7043,-0.3494,21.771343,1.034138441,1,0,1,3.539,4.551
637,638,55.91890335,-0.0371,0.857,-1.3375,0.9976,0.736,-0.0334,21.817432,0.921622276,1,0,1,2.717,3.944
638,639,50.05991745,-0.1007,2.048,-0.7295,0.8594,0.8513,1.3683,21.86352,0.841087699,1,0,1,3.435,4.036
639,640,46.80814362,-0.0591,2.048,-0.4931,0.8293,0.909,1.6822,21.909554,0.798178971,1,0,1,2.982,3.687
640,641,46.19413757,-0.0602,2.048,-0.2107,1.2167,0.9855,1.5933,21.955639,0.790176451,1,0,1,3.338,4.07
641,642,47.83443832,-0.023,2.048,0.1153,1.1324,1.0362,1.9169,22.04776,0.811604202,1,0,1,3.334,4.127
642,643,51.0501442,0.0112,2.048,0.4936,1.2889,1.0951,2.0109,22.09385,0.854358137,1,0,1,3.348,4.06
643,644,54.69464874,-0.0619,0.8418,1.4949,1.361,1.1698,1.6677,22.09385,0.904363692,1,0,1,3.221,3.676
644,645,57.51398468,-0.0961,-0.6161,1.5708,0.4255,1.1683,1.6893,22.139881,0.944438756,1,0,1,3.079,3.576
645,646,58.6364975,-0.0557,-1.4076,1.6586,1.0927,1.1707,1.3048,22.185913,0.960776567,1,0,1,2.352,5.543
646,647,58.00086594,-0.0537,-1.4223,1.58,0.9888,1.1608,1.5055,22.231945,0.951501548,1,0,1,4.751,4.226
647,648,47.39060211,-0.0814,-1.8978,1.461,0.4653,1.1966,1.2616,22.278034,0.80579257,1,0,1,3.804,3.847
648,649,30.14690018,-0.1049,-1.6869,0.4419,0.7202,0.9665,-1.1163,22.324066,0.58238858,1,0,1,5.275,4.916
649,650,17.87109184,-0.0557,-1.3314,0.0361,0.8786,0.9351,-0.6428,22.370045,0.408231765,1,0,1,4.302,4.503
650,651,14.09726238,0.0592,-1.3446,-0.2358,0.7397,0.9183,-1.2266,22.462109,0.345596105,1,0,1,3.202,3.919
651,652,15.9429493,-0.1418,-1.0913,-0.5988,0.8778,0.8359,-1.7156,22.462109,0.377053589,1,0,1,3.019,4.544
652,653,19.80953026,0.0274,-0.4768,-0.7561,1.3303,0.8424,-2.0067,22.508142,0.438110232,1,0,1,4.755,4.431
653,654,28.57589149,0.0676,0.5297,-1.3672,0.5794,0.7011,-1.1107,22.554176,0.561495423,1,0,1,3.854,4.551
654,655,46.9783783,0.047,1.1738,-1.3955,0.4669,0.77,-0.7034,22.600153,0.800349951,1,0,1,3.377,10.731
655,656,75.10520935,0.0915,1.2022,-1.3228,0.8496,0.7556,0.0744,22.646187,1.230604649,1,0,1,6.385,8.471
656,657,96.97597504,-0.0129,1.3971,-1.1292,1.0425,0.7779,0.0512,22.692163,1.684108496,1,0,1,6.952,5.107
657,658,92.16918182,0.0162,2.048,-0.8492,1.2601,0.834,0.1931,22.73814,1.573608994,1,0,1,5.872,5.408
658,659,71.11328888,-0.0344,2.048,1.3368,0.9331,1.192,1.7043,22.83015,1.159910202,1,0,1,4.489,4.904
659,660,52.51420212,-0.0426,1.9066,1.4522,0.8072,1.2179,1.9382,22.83015,0.874257267,1,0,1,4.64,4.789
660,661,41.03256607,-0.1191,1.6967,1.5399,1.2969,1.1919,1.6489,22.87613,0.723679781,1,0,1,4.154,4.438
