Time,Time,Water Flow Rate,Pump - 1 X Axis, Pump 1 Y-axis,Pump - 2 X Axis,Pump - 2 Y Axis,Pump - 3 X Axis, Pump - 3 Y Axis,OA_TEMP,Power Consumption,Pump - 1 Status,Pump - 2 Status,Pump - 3 Status,avg_outflow,avg_inflow
210,211,87.83564758,-0.0345,2.048,1.1141,0.8192,1.16,-1.6681,11.04748,1.479639411,1,0,1,3.313,3.472
211,212,104.2437363,-0.0743,2.048,1.313,1.1625,1.1654,-1.6172,11.061707,1.864771247,1,0,1,3.115,3.475
212,213,113.719841,-0.0621,2.048,1.5009,1.0733,1.1874,-1.4365,11.07588,2.126607895,1,0,1,3.752,4.458
213,214,111.1644363,-0.0494,1.3327,1.4428,1.2175,1.1842,-0.5726,11.090107,2.052912474,1,0,1,3.746,3.868
214,215,101.8334808,-0.0629,0.8999,1.2447,1.0239,1.1398,-0.3108,11.118452,1.80308044,1,0,1,3.438,3.814
215,216,94.06666565,-0.1177,0.1373,0.9948,0.9421,1.1264,0.516,11.132679,1.616560817,1,0,1,3.4,3.75
216,217,91.15929413,-0.0236,-0.3622,0.6385,0.8146,1.0588,0.7266,11.132679,1.551339507,1,0,1,2.529,3.749
217,218,92.76464844,-0.0324,-0.3799,0.3578,0.3576,1.0106,0.62,11.146851,1.587043166,1,0,1,3.542,3.938
218,219,96.85505676,0.1997,-1.6888,-0.9421,1.0666,0.8013,1.5568,11.1610775,1.68139267,1,0,1,3.827,4.17
219,220,100.4656372,-0.1084,-1.8429,-1.1906,1.2524,0.7405,1.6488,11.175251,1.768861175,1,0,1,3.62,3.992
220,221,101.7049255,0.1417,-1.2906,-1.2443,0.6778,0.7119,2.048,11.189478,1.799826264,1,0,1,3.994,4.05
221,222,100.7819748,-0.0283,0.499,-1.3754,0.7234,0.7404,2.048,11.2036495,1.77672565,1,0,1,3.846,3.889
222,223,98.70005035,0.1459,-1.101,-1.3621,1.0144,0.7756,2.048,11.23205,1.725595117,1,0,1,3.216,3.628
223,224,91.87327576,0.0823,-0.7367,-1.0066,0.9434,0.8122,0.21,11.246222,1.567134261,1,0,1,3.366,3.788
224,225,88.53604126,0.0586,-0.4723,-0.6091,0.8162,0.9116,0.543,11.246222,1.494514585,1,0,1,3.644,3.852
225,226,95.11195374,-0.0682,0.3851,-0.3848,1.0494,0.9137,0.317,11.26045,1.640578628,1,0,1,3.424,3.745
226,227,101.4946594,-0.0891,0.564,-0.0823,0.8277,1.0172,-0.6359,11.274622,1.794530272,1,0,1,3.489,3.759
227,228,104.3003082,-0.0455,0.675,0.2154,0.6698,1.0126,-0.479,11.288849,1.866267323,1,0,1,3.485,3.763
228,229,102.92099,-0.0091,2.048,1.132,1.0118,1.179,-1.4682,11.303022,1.83068943,1,0,1,2.878,3.744
229,230,99.48574066,-0.0241,2.048,1.4294,0.9723,1.1845,-1.2851,11.317194,1.744734406,1,0,1,3.799,4.033
230,231,96.67743683,-0.1109,2.048,1.5534,0.7463,1.1758,-0.969,11.331421,1.67720294,1,0,1,3.506,3.52
231,232,70.25276947,-0.0824,2.048,1.6364,0.7468,1.1717,-1.3949,11.359821,1.145120859,1,0,1,2.74,2.854
232,233,35.70765305,-0.0329,2.048,1.624,1.2664,1.1779,-1.4114,11.359821,0.654998839,1,0,1,3.779,4.215
233,234,30.41362953,-0.0801,0.3724,1.0702,0.8995,1.1668,0.106,11.373993,0.585939646,1,0,1,3.861,4.326
234,235,51.20612335,-0.0702,0.7613,0.5773,1.0928,1.0509,0.6424,11.388166,0.856488228,1,0,1,3.747,3.932
235,236,93.53113556,-0.1242,0.2909,0.2154,0.7515,0.9504,1.2008,11.402338,1.60424006,1,0,1,3.688,3.939
236,237,152.3039856,0.0653,-0.9221,-0.132,0.4574,0.9239,1.4244,11.416565,3.56709218,1,0,1,3.238,3.635
237,238,161.0374146,-0.0769,-1.0207,-0.4383,0.8633,0.9621,1.3958,11.430738,3.990335703,1,0,1,3.429,4.027
238,239,117.1314697,-0.0792,-1.7651,-1.1727,0.8583,0.6868,2.048,11.459137,2.228839636,1,0,1,4.893,5.121
239,240,85.03879547,-0.0844,-1.3963,-1.4981,0.9967,0.6695,1.7276,11.47331,1.421664476,1,0,1,3.598,4.028
240,241,73.13993073,-0.0465,-1.4145,-1.4196,0.9483,0.6597,2.048,11.47331,1.195553184,1,0,1,3.418,3.735
241,242,75.56897736,-0.1827,-2.0322,-1.3924,0.5884,0.7109,2.048,11.487482,1.239184022,1,0,1,3.257,3.552
242,243,88.23130798,0.0289,-1.8178,-1.2289,0.9511,0.8024,1.6632,11.501709,1.488013864,1,0,1,3.269,4.05
243,244,104.4704742,0.0062,-0.4591,-0.6268,0.8677,0.9028,0.0756,11.501709,1.870676279,1,0,1,3.06,3.744
244,245,113.4701386,-0.0401,0.0471,-0.3642,1.0073,0.9498,-0.2365,11.501709,2.119303465,1,0,1,3.848,3.984
245,246,110.3872986,0.0592,0.1026,0.1171,0.937,1.0478,-0.4239,11.501709,2.03096056,1,0,1,3.492,3.835
246,247,101.1568375,0.0155,0.5513,0.4425,0.8475,1.0759,-0.9737,11.501709,1.786086559,1,0,1,3.499,3.793
247,248,93.78859711,-0.0203,1.7102,0.6698,1.1154,1.0953,-1.5512,11.501709,1.61021781,1,0,1,3.546,4.045
248,249,91.21206665,-0.03,2.048,1.5373,0.7736,1.1831,-1.6255,11.501709,1.552501082,1,0,1,3.863,4.326
249,250,92.88471985,-0.0628,2.048,1.6364,0.9469,1.1811,-1.0508,11.501709,1.589742899,1,0,1,4.137,4.487
250,251,96.93986511,-0.0439,2.048,1.6364,0.8868,1.1967,-1.1272,11.501709,1.683400989,1,0,1,3.689,4.051
251,252,100.3666306,-0.055,1.7543,1.5309,1.0137,1.2054,-1.4086,11.501709,1.766408443,1,0,1,1.795,3.704
252,253,101.3898697,-0.1076,1.1317,1.3825,0.9975,1.1782,-1.5249,11.501709,1.791908622,1,0,1,3.044,4.3
253,254,100.5173035,-0.1442,0.0088,0.5789,0.623,1.055,0.5675,11.501709,1.770149112,1,0,1,2.809,4.459
254,255,93.36725616,-0.1177,-0.349,-0.0545,0.4838,0.8884,0.8655,11.501709,1.600646615,1,0,1,3.634,3.719
255,256,88.98732758,-0.0517,-0.7462,-0.3686,0.8615,0.9363,1.0134,11.501709,1.504156709,1,0,1,3.026,3.651
256,257,94.72076416,0.0744,-1.1768,-0.6055,1.206,0.8983,1.0299,11.501709,1.631544948,1,0,1,3.095,3.713
257,258,100.5667725,0.1448,-1.2118,-0.8617,1.0464,0.8218,1.7867,11.501709,1.771364808,1,0,1,3.035,3.402
258,259,103.5270844,-0.087,-1.9257,-1.4836,0.92,0.678,2.048,11.501709,1.846242189,1,0,1,3.327,3.527
259,260,102.6697922,-0.044,-2.048,-1.4084,0.6213,0.7355,2.048,11.501709,1.824275017,1,0,1,3.213,2.713
260,261,99.80405426,0.1125,-1.8942,-1.233,1.2144,0.7881,1.6658,11.501709,1.752541065,1,0,1,3.38,4.108
261,262,97.3398056,-0.0115,-1.6935,-1.0381,1.0543,0.7945,1.475,11.501709,1.692913532,1,0,1,4.411,5.017
262,263,96.24022675,-0.0073,-1.3215,-0.824,0.962,0.8931,1.4919,11.501709,1.666903019,1,0,1,4.127,4.055
263,264,70.9567337,0.0378,-0.1754,0.0791,1.0848,1.0489,-0.4772,11.501709,1.157279253,1,0,1,4.035,4.2
264,265,36.32571793,-0.0471,0.2608,0.887,0.9145,1.1517,-1.3425,11.501709,0.663000464,1,0,1,3.056,3.916
265,266,31.11048508,-0.035,1.1231,1.1152,1.4196,1.1642,-1.0703,11.501709,0.595109284,1,0,1,4.1,5.32
266,267,52.56789017,-0.0415,1.4245,1.2617,1.2932,1.1664,-1.1571,11.501709,0.874983311,1,0,1,5.985,4.579
267,268,95.47637939,-0.0109,1.7667,1.3773,0.6313,1.1795,-1.4301,11.501709,1.648928165,1,0,1,2.146,3.882
268,269,152.9200134,-0.1086,2.048,1.5758,0.8987,1.1744,-1.523,11.501709,3.595638752,1,0,1,4.605,4.563
269,270,159.5927124,-0.1372,2.048,1.6102,1.0755,1.2049,-1.5985,11.501709,3.917542458,1,0,1,4.75,6.509
270,271,116.1252899,-0.0867,2.048,1.3337,1.2325,1.1276,-0.9209,11.501709,2.198252201,1,0,1,5.969,6.553
271,272,84.83964539,-0.0509,1.9716,1.1034,1.2932,1.1648,-0.6065,11.501709,1.417608023,1,0,1,5.969,6.302
272,273,73.55126953,-0.0419,1.5453,0.8708,0.778,1.1292,-0.3009,11.501709,1.202863574,1,0,1,6.361,7.9
273,274,76.33728027,-0.0186,-0.7577,-0.1609,1.4817,0.9299,1.0593,11.501709,1.253238916,1,0,1,4.879,4.666
274,275,89.1864624,-0.0719,-1.5469,-0.4793,1.2435,0.9277,1.7824,11.501709,1.508405566,1,0,1,4.272,4.533
275,276,105.3205948,0.0207,-1.6337,-0.8001,0.8792,0.8179,2.048,11.501709,1.892969728,1,0,1,3.71,4.105
276,277,113.8639679,-0.0295,-1.3686,-1.0675,0.8568,0.8278,2.048,11.501709,2.130841494,1,0,1,3.658,4.028
277,278,110.3865967,-0.023,-1.2695,-1.2401,0.4331,0.7567,2.048,11.501709,2.03094244,1,0,1,4.355,4.672
278,279,101.1539764,0.0429,-1.7369,-1.3696,1.2864,0.7495,1.7487,11.501709,1.786015987,1,0,1,4.082,3.767
279,280,93.95855713,0.1233,-0.9171,-1.2326,0.8052,0.8475,0.3556,11.501709,1.614092112,1,0,1,3.082,3.859
280,281,91.60384369,-0.0389,-1.0735,-0.6241,0.9319,0.8961,-0.2368,11.501709,1.561155319,1,0,1,3.894,4.117
281,282,93.56339264,-0.0555,-1.0456,-0.3659,0.5971,0.9484,-0.5219,11.501709,1.605084062,1,0,1,3.758,3.917
282,283,97.60849762,0.0145,-0.7405,-0.038,0.5728,1.0523,-1.3811,11.501709,1.699315071,1,0,1,3.744,3.799
283,284,100.8522949,-0.0621,1.0676,0.7208,1.3639,1.1429,-0.9477,11.501709,1.77846992,1,0,1,3.037,3.801
284,285,101.8264618,-0.0424,1.1147,1.1032,1.0216,1.1454,-1.7106,11.501709,1.802890182,1,0,1,4.186,4.223
285,286,95.45757294,-0.0313,2.048,1.3818,1.3441,1.1936,-1.7738,11.501709,1.648617387,1,0,1,3.418,3.737
286,287,90.70210266,0.0042,2.048,1.5537,1.0121,1.1923,-1.6066,11.501709,1.541294932,1,0,1,3.428,4.257
287,288,95.65704346,0.0236,1.7639,1.6372,0.7512,1.2135,-1.7392,11.501709,1.653246284,1,0,1,3.729,4.16
288,289,100.5536499,-0.1737,2.0315,1.3389,1.2192,1.1766,-0.7411,11.501709,1.771041989,1,0,1,3.419,3.883
289,290,103.0719681,-0.1767,1.5773,1.2178,0.8285,1.1564,-0.5374,11.501709,1.834549069,1,0,1,4.189,4.452
290,291,102.4437714,-0.0144,1.3896,0.9573,0.8094,1.1203,-0.0936,11.501709,1.818522453,1,0,1,4.18,4.032
291,292,100.0165863,0.0263,1.0957,0.6854,0.9875,1.0496,0.0861,11.501709,1.757772446,1,0,1,4.483,4.823
292,293,97.92681885,-0.0599,0.4127,0.3253,0.6992,1.0281,0.4358,11.501709,1.706948876,1,0,1,3.9,4.039
293,294,97.04811096,0.1502,-0.9992,-0.8275,0.8654,0.8278,1.761,11.501709,1.685977578,1,0,1,3.312,3.895
294,295,97.39732361,-0.0441,-0.6974,-1.0676,1.2081,0.7926,2.048,11.501709,1.69428122,1,0,1,3.465,3.716
295,296,72.27069092,-0.0072,-1.4586,-1.219,0.817,0.7391,2.048,11.501709,1.180211663,1,0,1,3.493,3.789
296,297,36.9319725,0.0217,-1.701,-1.3206,1.265,0.7446,1.8987,11.501709,0.670849442,1,0,1,3.521,3.787
297,298,31.59482765,0.0784,-1.9419,-1.4511,1.1602,0.7296,1.9735,11.501709,0.601463318,1,0,1,3.519,3.61
298,299,53.3948555,0.032,-1.353,-1.0148,0.7149,0.8109,0.7589,11.501709,0.886342824,1,0,1,3.536,3.835
299,300,96.68682861,0.0942,-1.3048,-0.7391,0.7664,0.8992,0.8823,11.501709,1.677303672,1,0,1,2.961,3.605
300,301,154.0383911,-0.0296,-0.5573,-0.3977,0.9881,0.9233,0.149,11.501709,3.647948265,1,0,1,3.173,3.717
301,302,159.5589752,0.0184,0.1393,-0.045,1.1101,1.0534,-0.7501,11.501709,3.915859461,1,0,1,3.599,3.532
302,303,115.9185715,0.0245,0.5255,0.3719,1.1531,1.0793,-0.8426,11.501709,2.19201684,1,0,1,2.934,3.992
303,304,85.05731201,-0.0668,1.5626,1.2327,0.9836,1.1743,-1.2524,11.505224,1.422042489,1,0,1,4.147,3.606
304,305,74.20713806,-0.0871,1.8655,1.4647,1.0849,1.1934,-1.6186,11.512312,1.214588881,1,0,1,3.561,4.495
305,306,77.40648651,-0.0191,2.048,1.6232,1.4294,1.1802,-1.6037,11.512312,1.273005128,1,0,1,3.697,4.166
306,307,90.58666229,-0.0048,2.048,1.5578,1.1695,1.1735,-1.6306,11.515827,1.538746715,1,0,1,3.47,3.516
307,308,106.6508865,-0.0843,2.048,1.596,1.145,1.1769,-1.4793,11.519342,1.928354025,1,0,1,2.946,3.578
308,309,114.6061935,0.0093,1.7327,0.9777,1.0297,1.1275,-0.3166,11.522913,2.152738571,1,0,1,2.962,3.68
309,310,110.7882996,-0.0018,0.964,0.6844,0.8557,1.0516,-0.0718,11.526428,2.042265177,1,0,1,3.049,2.972
310,311,101.427742,-0.1094,0.6881,0.2565,0.96,0.9655,0.0506,11.529943,1.792876005,1,0,1,3.696,4.259
311,312,94.31075287,0.0493,0.746,-0.0675,1.254,0.9292,1.1742,11.537031,1.62214756,1,0,1,2.987,3.816
312,313,92.1516037,-0.0482,-0.0419,-0.3895,0.9351,0.9618,1.6828,11.540546,1.573328614,1,0,1,3.751,3.804
313,314,94.46273804,-0.035,-1.448,-1.2125,0.9397,0.7326,2.048,11.540546,1.625619054,1,0,1,3.266,3.687
314,315,98.59597015,-0.1023,-1.5998,-1.3305,0.9984,0.7394,1.9529,11.544062,1.723067641,1,0,1,3.147,3.608
315,316,101.7256165,0.1968,-1.8615,-1.4375,0.852,0.7316,2.048,11.547577,1.800347209,1,0,1,2.698,3.47
316,317,97.17255402,-0.1491,-1.9976,-1.4991,0.6669,0.6781,2.048,11.551147,1.688937306,1,0,1,2.977,2.679
317,318,93.22090912,-0.0268,-1.8233,-1.2794,0.8774,0.7275,1.8009,11.554663,1.597327709,1,0,1,3.418,4.126
318,319,97.95291901,0.0198,-0.4345,-0.4018,1.1876,0.9474,-0.2766,11.55818,1.707565665,1,0,1,3.267,3.522
319,320,101.7605209,-0.085,0.1365,-0.124,0.8699,0.9705,-0.373,11.565266,1.801224709,1,0,1,3.231,3.635
320,321,103.0621185,-0.0548,0.8821,0.1706,0.8846,1.0262,-0.0273,11.568781,1.834300518,1,0,1,2.963,3.603
321,322,102.2427979,0.0441,1.1633,0.6102,1.1052,1.0878,-0.772,11.568781,1.813423395,1,0,1,2.972,3.445
322,323,100.1652756,-0.0131,1.3322,0.8719,0.8245,1.1399,-1.0826,11.572296,1.761442304,1,0,1,3.364,3.901
323,324,98.60801697,-0.0244,2.048,1.6131,1.069,1.2161,-1.4387,11.575811,1.723368764,1,0,1,3.018,4.054
324,325,98.12417603,0.0377,2.048,1.6,1.0507,1.1684,-1.0704,11.579382,1.711690903,1,0,1,3.789,3.732
325,326,98.55166626,-0.1075,2.048,1.638,0.7613,1.1808,-0.9714,11.582899,1.722002268,1,0,1,3.418,3.37
326,327,99.33889771,-0.0323,1.8757,1.4841,0.9315,1.1505,-0.9173,11.586414,1.741140604,1,0,1,3.93,6.605
327,328,73.31269836,-0.0538,1.5084,1.2622,0.8631,1.1517,-0.7903,11.58993,1.198625445,1,0,1,5.774,9.622
328,329,37.11584473,-0.1881,0.611,-0.234,1.2077,0.9264,-0.174,11.597015,0.673232913,1,0,1,3.277,4.007
329,330,31.68326759,0.0941,0.1091,-0.6429,1.0013,0.7536,1.1711,11.597015,0.602622926,1,0,1,4.23,3.846
330,331,53.88451767,0.0357,-0.6389,-1.1405,0.8457,0.8273,1.3699,11.600531,0.893113971,1,0,1,2.91,3.144
331,332,98.16738892,-0.0028,-1.2577,-1.2161,0.7233,0.7203,1.555,11.604048,1.712608695,1,0,1,4.702,5.906
332,333,157.2544861,-0.119,-1.3568,-1.3746,1.0928,0.7213,2.048,11.607618,3.801996946,1,0,1,4.401,4.079
333,334,161.203125,0.0633,-1.4337,-1.2303,0.671,0.7749,2.048,11.611134,3.998770714,1,0,1,3.844,4.465
334,335,115.554306,0.0556,-1.5164,-1.1567,0.7381,0.8132,1.9133,11.614649,2.181070328,1,0,1,4.272,5.115
335,336,84.53160858,-0.0062,-1.8847,-0.7086,0.6628,0.9071,1.8546,11.621679,1.411356926,1,0,1,4.468,4.126
336,337,74.0921402,-0.0852,-0.3225,-0.3898,0.9273,0.9267,0.7806,11.62525,1.21252811,1,0,1,3.571,3.874
337,338,77.91458893,-0.09,0.6755,-0.1238,1.2529,0.9644,1.1342,11.62525,1.282484412,1,0,1,3.659,3.822
338,339,91.7631073,-0.0881,0.953,0.8322,1.3734,1.1259,-0.2495,11.628767,1.564657688,1,0,1,3.572,4.096
339,340,108.1765518,-0.0612,1.2174,1.1454,0.9768,1.1579,-0.7124,11.632282,1.969645977,1,0,1,3.535,3.935
340,341,115.7091446,-0.0225,2.048,1.5098,1.3328,1.21,-0.9166,11.6357975,2.185661316,1,0,1,3.566,4.077
341,342,111.1244812,-0.1088,2.048,1.5795,1.0138,1.1857,-1.6031,11.639313,2.051785946,1,0,1,3.434,4.018
342,343,101.5201187,-0.0265,2.0194,1.6543,1.0455,1.1743,-1.9797,11.642883,1.795197487,1,0,1,3.396,3.711
343,344,94.67233276,-0.1545,2.048,1.2334,0.8584,1.1735,-1.2099,11.646399,1.630455017,1,0,1,4.316,5.744
344,345,92.87426758,-0.1048,2.048,1.0543,0.7136,1.128,-0.9025,11.653431,1.58951807,1,0,1,3.429,3.224
345,346,95.32418823,-0.0801,1.9355,0.3046,1.0768,0.9893,-1.2641,11.653431,1.645510912,1,0,1,4.392,4.919
346,347,99.63613892,-0.0258,1.3302,0.0019,1.0914,0.9121,-1.0413,11.656946,1.74841249,1,0,1,3.505,3.748
347,348,97.3060379,-0.0831,1.456,-0.309,1.2352,0.917,-0.2556,11.660517,1.692111254,1,0,1,3.882,4.158
348,349,95.16326141,0.0219,0.2723,-1.1364,1.278,0.8304,1.8422,11.664032,1.641775846,1,0,1,3.653,3.961
349,350,100.5546722,-0.0413,-0.101,-1.2,0.6786,0.7291,1.7676,11.667547,1.771070957,1,0,1,3.244,3.697
350,351,103.9068375,-0.0849,-1.118,-1.3589,1.051,0.7402,1.8765,11.671064,1.856057167,1,0,1,3.38,3.786
351,352,104.0974731,-0.1545,-1.0186,-1.4413,1.1626,0.6614,2.048,11.67458,1.86100471,1,0,1,3.558,3.979
352,353,102.1003723,0.0589,-1.3266,-1.2912,0.9953,0.6991,2.048,11.681665,1.809819102,1,0,1,3.815,4.688
353,354,99.92958069,0.0691,-2.048,-0.6977,0.6107,0.9151,1.9114,11.681665,1.755633473,1,0,1,3.865,3.716
354,355,98.79934692,-0.0791,-2.048,-0.3965,0.8053,0.9167,1.5848,11.685181,1.728007436,1,0,1,2.958,3.652
355,356,98.802742,-0.0872,-1.6923,-0.1258,0.7603,1.0671,0.9698,11.688696,1.72808826,1,0,1,3.699,3.979
356,357,99.54484558,-0.0206,-0.7929,0.7748,1.2306,1.1116,0.8537,11.692213,1.74618125,1,0,1,3.483,3.633
357,358,100.4054108,-0.0466,-0.612,1.0598,1.0657,1.1581,0.7959,11.695728,1.767378926,1,0,1,2.989,3.54
358,359,100.9057541,-0.0883,0.2392,1.5252,0.8704,1.1893,-1.5456,11.699244,1.779811502,1,0,1,3.651,3.837
359,360,73.88887787,-0.012,0.6273,1.6012,0.8335,1.1952,-1.8721,11.702814,1.208897352,1,0,1,3.453,4.079
360,361,37.07942581,-0.1211,1.1389,1.563,1.4557,1.1709,-1.2891,11.709845,0.67276305,1,0,1,3.096,3.286
361,362,31.61959267,-0.0249,1.8397,1.4659,1.2511,1.1627,-1.9937,11.709845,0.601789832,1,0,1,3.068,3.367
362,363,54.18681717,-0.0683,2.048,1.2789,0.9937,1.1642,-2.048,11.713362,0.897312284,1,0,1,2.971,3.194
363,364,99.49042511,-0.1412,2.048,0.5978,0.9345,1.0396,-1.1615,11.730555,1.744725943,1,0,1,2.96,3.452
364,365,159.4339447,0.0122,1.7658,0.2345,0.6865,0.9562,-0.5486,11.747694,3.909502268,1,0,1,2.967,3.434
365,366,161.8845062,-0.0407,2.048,-0.5558,1.1233,0.8984,0.3127,11.764887,4.033567429,1,0,1,2.944,3.304
366,367,115.3180313,0.0961,1.587,-0.7584,1.3,0.8202,0.2138,11.78208,2.173996687,1,0,1,2.987,4.158
367,368,84.47897339,0.0511,0.8286,-1.0308,0.9159,0.8555,0.8098,11.799219,1.410292387,1,0,1,3,3.218
368,369,74.32974243,-0.0651,-0.4503,-1.381,0.7486,0.7442,2.048,11.833551,1.216794968,1,0,1,3.011,3.581
369,370,78.65877533,0.096,-0.604,-0.6797,1.4947,0.91,2.0099,11.833551,1.296469688,1,0,1,3.022,3.512
370,371,92.87910461,-0.0834,-1.1055,-0.423,1.2273,0.9032,1.4535,11.850744,1.589597464,1,0,1,3.26,3.471
371,372,109.2741852,-0.1253,-1.3711,0.1034,0.9515,1.0253,-0.3865,11.867939,1.999875665,1,0,1,3.023,3.18
372,373,116.6695786,-0.0564,-1.2881,0.5484,0.8299,1.0884,0.9849,11.8850765,2.21469903,1,0,1,3.022,3.105
373,374,111.3670959,0.0182,-1.5549,0.8286,0.835,1.1578,0.5688,11.902271,2.058682442,1,0,1,3.013,3.188
374,375,101.3584061,-0.008,-1.6123,1.2086,1.1867,1.1474,-0.4965,11.919409,1.791141033,1,0,1,3.024,3.138
375,376,94.51172638,-0.1113,-1.3228,1.4749,0.8092,1.1759,-0.7864,11.953741,1.62676239,1,0,1,3.019,3.154
376,377,92.97084808,-0.1066,-0.4682,1.5985,0.8575,1.2022,-1.0676,11.953741,1.59169364,1,0,1,2.992,3.252
377,378,95.7416687,-0.0064,-0.1612,1.5713,1.0291,1.1719,-1.1277,11.970936,1.655229211,1,0,1,2.849,3.27
378,379,94.67250061,-0.1081,1.2032,1.6355,1.2737,1.1923,-0.5277,11.988129,1.630447507,1,0,1,3.048,3.223
379,380,94.90435791,-0.0791,1.5921,1.5479,1.3656,1.1549,-0.0616,12.005268,1.635784388,1,0,1,2.961,3.204
380,381,102.487175,-0.1353,2.048,1.2658,0.8801,1.1505,0.1703,12.022406,1.819618464,1,0,1,2.653,3.292
381,382,106.485199,-0.108,2.048,1.0642,0.8935,1.1393,0.9123,12.0396,1.923929334,1,0,1,3.026,3.228
382,383,105.6250076,-0.162,2.048,0.5944,0.8024,1.0554,1.0871,12.056793,1.901046157,1,0,1,3.03,3.345
383,384,102.057785,-0.0965,-0.3135,-0.3559,0.9859,0.9708,2.048,12.0911255,1.808744431,1,0,1,3.037,3.356
384,385,98.97118378,0.0468,-0.3696,-0.6561,0.9265,0.859,2.048,12.108265,1.732184649,1,0,1,2.901,4.444
385,386,97.7204895,-0.1099,-1.4276,-0.9017,1.2412,0.7629,2.048,12.108265,1.702007294,1,0,1,3.399,3.456
386,387,98.3009491,0.0257,-1.0268,-1.1343,0.769,0.7479,2.042,12.125458,1.715949059,1,0,1,3.029,3.46
387,388,99.7232132,-0.0199,-1.2217,-1.367,0.6446,0.695,1.5448,12.142597,1.750555038,1,0,1,3.274,3.356
388,389,100.5864639,0.012,-1.9005,-1.214,0.8875,0.7716,0.4481,12.15979,1.771868467,1,0,1,3.006,3.245
389,390,100.3972549,0.0307,-1.8223,-0.9399,0.8854,0.8437,-0.1583,12.176929,1.767178059,1,0,1,3.607,3.818
390,391,99.68872833,-0.0072,-1.5858,-0.6699,0.7916,0.9226,-0.0538,12.194067,1.749710441,1,0,1,3.008,3.381
391,392,72.66069794,-0.0924,-1.2019,-0.4287,0.8254,0.9072,-1.0976,12.211262,1.187083244,1,0,1,3.007,3.36
392,393,36.57634354,-0.0699,-0.616,-0.1473,1.0539,0.9442,-1.4459,12.245594,0.666247964,1,0,1,3.108,3.437
393,394,30.93208504,-0.0268,-0.29,1.0669,1.2606,1.1596,-1.6043,12.245594,0.592767239,1,0,1,3.155,3.242
394,395,51.98319244,-0.0692,0.0685,1.2685,1.0391,1.1464,-1.3665,12.262732,0.867016077,1,0,1,3.403,3.741
395,396,94.71022034,-0.0768,0.5564,1.529,0.9154,1.1876,-2.0204,12.279926,1.631197572,1,0,1,2.998,3.713
396,397,152.7161865,-0.0083,0.848,1.5956,1.1221,1.2179,-1.6114,12.297064,3.586173058,1,0,1,3.449,3.809
397,398,159.7422943,-0.1147,0.931,1.5864,1.1507,1.1949,-1.4939,12.314203,3.925028086,1,0,1,3.318,3.722
398,399,115.9122086,-0.1225,1.8892,0.9012,0.7866,1.1157,0.584,12.331396,2.191824436,1,0,1,3.23,3.667
399,400,84.22238922,-0.0997,2.048,0.6143,0.9613,1.0683,0.6158,12.365728,1.405100822,1,0,1,2.995,3.686
400,401,72.36675262,-0.1019,1.8083,0.3165,1.0024,0.9745,0.9426,12.382868,1.18189764,1,0,1,3.575,3.621
401,402,74.44789886,-0.0598,2.0258,0.0078,0.856,0.8986,1.5686,12.382868,1.218891859,1,0,1,2.984,3.577
402,403,86.40575409,-0.0918,2.048,-0.2771,1.2906,0.9201,1.7959,12.400061,1.449713945,1,0,1,3.447,3.664
403,404,102.0004501,0.1201,1.3164,-1.2286,1.238,0.7091,1.6391,12.4172,1.807265043,1,0,1,3.274,3.67
404,405,110.7284927,-0.0771,0.4057,-1.3697,0.8765,0.6766,1.4651,12.43434,2.040548801,1,0,1,2.992,3.527
405,406,107.9266663,0.1594,0.0873,-1.3965,1.2387,0.7305,1.1748,12.451532,1.96285224,1,0,1,3.067,3.451
406,407,98.73815155,-0.0424,-0.1688,-1.4783,1.0014,0.7111,1.9005,12.468672,1.72652185,1,0,1,2.98,3.363
407,408,90.95348358,0.0025,-1.1077,-1.3343,0.6386,0.7781,0.7607,12.485809,1.546814799,1,0,1,2.979,3.342
408,409,87.58547211,-0.0493,-1.4724,-0.3836,0.8587,0.8896,-1.3006,12.520142,1.474388957,1,0,1,4.322,4.798
409,410,83.58665466,-0.0185,-0.9919,-0.0172,1.0419,1.0777,-1.3907,12.520142,1.392275095,1,0,1,3.305,3.744
410,411,84.07236481,-0.0518,-1.2165,0.3797,1.0372,1.0747,-1.4795,12.537281,1.402020574,1,0,1,3.215,3.779
411,412,93.09267426,-0.0768,-1.8297,0.6044,1.001,1.1016,-1.6195,12.554474,1.594409227,1,0,1,2.924,3.764
412,413,99.92967987,-0.0493,-1.7559,0.8516,0.7776,1.1503,-1.3927,12.571613,1.755605578,1,0,1,3.098,3.658
413,414,101.0493698,-0.0581,-0.543,1.6388,0.9105,1.1834,-0.9605,12.588751,1.783375025,1,0,1,3.261,3.536
414,415,97.34336853,-0.0512,-0.0492,1.6025,1.3103,1.1953,-0.6639,12.605946,1.692986846,1,0,1,3.056,2.88
415,416,92.33800507,-0.0382,0.3902,1.4706,1.271,1.1518,-0.2405,12.623083,1.577478051,1,0,1,2.702,3.948
416,417,88.95848084,-0.117,0.6576,0.5114,1.0968,1.0521,0.3649,12.657415,1.503533006,1,0,1,3.454,3.39
417,418,87.93232727,-0.153,1.0345,-0.181,1.0056,0.9135,0.2003,12.657415,1.481694222,1,0,1,3.289,3.545
418,419,88.71057129,-0.0511,2.048,-0.4532,0.745,0.891,1.551,12.674555,1.498223662,1,0,1,2.994,3.475
